INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2020,TURMA_2022,PONTO_VIRADA_2020,INDE_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
Escola Pública,ALUNO-1089,0,B,Sim,"8,90",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","10,00","7,50","8,50","10,00","1,00","5,00"
Escola Pública,ALUNO-1090,1,N,Não,"6,60",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,00","4,60","7,50","8,00","7,00","7,10","5,00"
,ALUNO-1091,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1092,6,A,Não,"5,30",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","0,00","4,90","7,50","2,00","7,97","6,90","10,00"
Rede Decisão/União,ALUNO-1093,5,B,Não,"7,20",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,17","9,10","7,50","5,30","8,30","7,00","5,00"
Escola Pública,ALUNO-1094,2,D,Não,"8,00",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","9,30","7,50","8,50","7,80","7,70","5,00"
Escola Pública,ALUNO-1095,0,B,Não,"9,10",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","10,00","10,00","7,50","10,00","7,50","8,00","10,00"
,ALUNO-1096,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1097,3,B,Não,"7,80",Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,58","7,40","7,50","6,60","7,97","7,50","10,00"
,ALUNO-1098,,,,,,,,,,,,,,,
,ALUNO-1099,,,,,,,,,,,,,,,
FIAP,ALUNO-1100,8,A,,"8,90",Topázio,"Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado,","Seu destaque em 2020: As suas boas notas na Faculdade,",,"9,17","10,00","7,50","8,90","0,00","0,00","10,00"
,ALUNO-1101,,,,,,,,,,,,,,,
,ALUNO-1102,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1103,2,H,Não,"6,30",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,92","8,90","4,38","3,50","4,60","8,50","5,00"
,ALUNO-1104,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1105,1,D,Não,"7,60",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,50","9,40","7,50","7,50","7,10","7,70","5,00"
Escola Pública,ALUNO-1106,0,E,Sim,"7,70",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","9,90","4,38","9,50","2,50","8,80","5,00"
,ALUNO-1107,,,,,,,,,,,,,,,
,ALUNO-1108,,,,,,,,,,,,,,,
,ALUNO-1109,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1110,1,A,Não,"7,80",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","7,70","7,50","8,50","8,00","8,00","5,00"
,ALUNO-1111,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1112,6,B,Não,"6,80",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,92","5,80","6,25","4,50","7,50","7,90","10,00"
,ALUNO-1113,,,,,,,,,,,,,,,
,ALUNO-1114,,,,,,,,,,,,,,,
,ALUNO-1115,,,,,,,,,,,,,,,
,ALUNO-1116,,,,,,,,,,,,,,,
,ALUNO-1117,,,,,,,,,,,,,,,
,ALUNO-1118,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1119,1,A,Não,"8,50",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","10,00","8,80","7,50","9,00","7,80","7,20","10,00"
,ALUNO-1120,,,,,,,,,,,,,,,
,ALUNO-1121,,,,,,,,,,,,,,,
,ALUNO-1122,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1123,3,J,Sim,"8,20",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,33","8,70","6,88","8,30","9,10","9,60","5,00"
,ALUNO-1124,,,,,,,,,,,,,,,
,ALUNO-1125,,,,,,,,,,,,,,,
,ALUNO-1126,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1127,2,B,Sim,"7,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,00","8,20","7,50","6,50","5,00","9,33","5,00"
Rede Decisão/União,ALUNO-1128,4,E,Sim,"8,20",Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,17","5,50","10,00","6,60","9,00","9,70","10,00"
Rede Decisão/União,ALUNO-1129,2,F,Não,"8,00",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,10","5,00","8,00","7,70","7,20","10,00"
Escola Pública,ALUNO-1130,2,N,Não,"8,70",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,50","9,70","6,88","9,00","8,30","7,80","10,00"
Escola Pública,ALUNO-1131,3,B,Não,"7,00",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,58","8,10","6,25","4,00","7,30","6,50","10,00"
Rede Decisão/União,ALUNO-1132,6,C,Não,"7,10",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,50","8,00","6,25","6,10","7,80","8,21","5,00"
Escola Pública,ALUNO-1133,6,A,Não,"5,40",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","0,00","4,50","6,25","5,80","7,80","7,20","5,00"
Escola Pública,ALUNO-1134,3,A,Não,"7,10",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,58","6,70","7,50","4,80","7,97","6,80","10,00"
,ALUNO-1135,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1136,4,E,Não,"7,70",Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,58","7,20","5,00","7,60","7,80","7,60","10,00"
UNISA,ALUNO-1137,8,A,,"9,30",Topázio,"Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado,","Seu destaque em 2020: As suas boas notas na Faculdade,",,"9,58","10,00","7,50","9,70","0,00","0,00","10,00"
,ALUNO-1138,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1139,2,C,Não,"7,40",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","6,92","8,90","7,50","7,50","7,70","7,40","5,00"
,ALUNO-1140,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1141,2,D,Não,"6,90",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","7,00","7,50","6,00","7,80","7,50","5,00"
Escola Pública,ALUNO-1142,6,A,Não,"5,90",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,50","7,00","6,25","3,10","7,10","6,71","5,00"
,ALUNO-1143,,,,,,,,,,,,,,,
,ALUNO-1144,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1145,3,J,Não,"6,20",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,17","6,10","6,88","4,60","8,00","5,70","5,00"
,ALUNO-1146,,,,,,,,,,,,,,,
,ALUNO-1147,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1148,4,F,Não,"3,00",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","6,67","1,20","2,50","0,00","5,00","4,50","5,00"
Escola Pública,ALUNO-1149,0,E,Não,"7,00",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","10,00","5,63","9,00","2,50","4,80","5,00"
Escola Pública,ALUNO-1150,1,H,Não,"8,60",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,50","8,80","7,50","9,50","7,90","7,61","10,00"
,ALUNO-1151,,,,,,,,,,,,,,,
,ALUNO-1152,,,,,,,,,,,,,,,
,ALUNO-1153,,,,,,,,,,,,,,,
,ALUNO-1154,,,,,,,,,,,,,,,
,ALUNO-1155,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1156,3,B,Não,"8,20",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,33","9,00","7,50","8,60","7,80","6,90","10,00"
,ALUNO-1157,,,,,,,,,,,,,,,
UNISA,ALUNO-1158,8,A,,"8,80",Ametista,"Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado,","Seu destaque em 2020: As suas boas notas na Faculdade,",,"9,58","10,00","7,50","8,40","0,00","0,00","10,00"
Escola Pública,ALUNO-1159,3,F,Sim,"8,50",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,17","9,90","6,88","9,30","8,00","8,90","5,00"
,ALUNO-1160,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1161,3,L,Não,"6,20",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","10,00","7,80","4,38","4,60","6,00","6,10","5,00"
,ALUNO-1162,,,,,,,,,,,,,,,
,ALUNO-1163,,,,,,,,,,,,,,,
,ALUNO-1164,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1165,2,D,Não,"8,00",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,00","9,90","7,50","9,00","7,50","7,50","5,00"
Escola Pública,ALUNO-1166,2,E,Não,"5,60",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","6,30","5,00","4,00","6,20","5,20","5,00"
Escola Pública,ALUNO-1167,1,F,Não,"7,60",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,50","8,70","6,25","4,50","8,00","8,00","10,00"
Escola Pública,ALUNO-1168,1,M,Não,"8,00",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,90","8,50","7,50","10,00","7,10","7,90","5,00"
,ALUNO-1169,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1170,1,G,Não,"8,10",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,00","8,30","7,50","9,00","7,10","7,20","10,00"
Escola Pública,ALUNO-1171,3,C,Sim,"8,90",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,50","9,50","6,25","8,30","8,70","9,50","10,00"
Escola Pública,ALUNO-1172,1,D,Não,"6,20",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","5,00","7,50","4,50","7,10","7,20","5,00"
Escola Pública,ALUNO-1173,5,B,Não,"4,40",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,92","2,00","3,75","0,00","7,00","5,80","10,00"
Escola Pública,ALUNO-1174,5,F,Sim,"7,30",Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,08","7,00","6,88","5,00","8,30","8,10","10,00"
Escola Pública,ALUNO-1175,1,K,Não,"5,30",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","5,10","7,50","0,00","7,90","7,20","5,00"
Escola Pública,ALUNO-1176,5,B,Não,"8,20",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,75","8,00","8,75","6,30","9,10","8,50","10,00"
,ALUNO-1177,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1178,2,M,Não,"5,60",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,00","3,10","6,88","4,20","7,10","7,58","5,00"
,ALUNO-1179,,,,,,,,,,,,,,,
,ALUNO-1180,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1181,0,D,Não,"7,70",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","10,00","5,63","10,00","2,50","7,67","5,00"
,ALUNO-1182,,,,,,,,,,,,,,,
,ALUNO-1183,,,,,,,,,,,,,,,
,ALUNO-1184,,,,,,,,,,,,,,,
,ALUNO-1185,,,,,,,,,,,,,,,
,ALUNO-1186,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1187,2,G,Não,"7,00",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","8,10","7,50","4,50","8,00","7,80","5,00"
Escola Pública,ALUNO-1188,7,A,Não,"5,40",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,92","1,00","7,50","4,30","7,00","5,70","10,00"
UNISA,ALUNO-1189,8,A,,"9,20",Topázio,"Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado,","Seu destaque em 2020: As suas boas notas na Faculdade,",,"9,58","10,00","7,50","9,40","0,00","0,00","10,00"
Escola Pública,ALUNO-1190,2,N,Não,"8,10",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,50","9,60","6,88","8,00","7,00","6,70","10,00"
Rede Decisão/União,ALUNO-1191,3,B,Não,"6,80",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,92","9,50","4,38","3,30","7,70","6,30","10,00"
,ALUNO-1192,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1193,2,L,Não,"6,90",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","6,80","7,50","3,70","7,00","7,20","10,00"
,ALUNO-1194,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1195,2,D,Não,"8,10",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,50","8,80","7,50","7,00","8,40","7,70","10,00"
,ALUNO-1196,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1197,6,A,Não,"7,80",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,75","8,80","6,25","5,30","8,40","8,20","10,00"
Escola Pública,ALUNO-1198,1,K,Não,"6,70",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","5,80","5,00","7,50","7,00","7,60","5,00"
,ALUNO-1199,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1200,6,B,Não,"7,50",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,92","7,60","6,25","5,80","7,50","8,30","10,00"
,ALUNO-1201,,,,,,,,,,,,,,,
,ALUNO-1202,,,,,,,,,,,,,,,
,ALUNO-1203,,,,,,,,,,,,,,,
,ALUNO-1204,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1205,1,A,Sim,"8,90",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,00","9,50","7,50","10,00","8,00","9,00","10,00"
,ALUNO-1206,,,,,,,,,,,,,,,
,ALUNO-1207,,,,,,,,,,,,,,,
,ALUNO-1208,,,,,,,,,,,,,,,
,ALUNO-1209,,,,,,,,,,,,,,,
,ALUNO-1210,,,,,,,,,,,,,,,
,ALUNO-1211,,,,,,,,,,,,,,,
,ALUNO-1212,,,,,,,,,,,,,,,
,ALUNO-1213,,,,,,,,,,,,,,,
,ALUNO-1214,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1215,1,D,Sim,"8,70",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","10,00","9,50","7,50","10,00","7,50","9,00","5,00"
UNISA,ALUNO-1216,8,A,,"7,20",Ágata,"Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado,","Seu destaque em 2020: As suas boas notas na Faculdade,",,"9,58","0,00","7,50","9,40","0,00","0,00","10,00"
Rede Decisão/União,ALUNO-1217,3,A,Sim,"8,40",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,33","8,80","4,38","8,00","9,00","9,38","10,00"
Rede Decisão/União,ALUNO-1218,7,B,Sim,"8,80",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,17","9,50","7,50","7,50","8,91","9,40","10,00"
Escola Pública,ALUNO-1219,4,B,Sim,"7,90",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,33","9,70","7,50","3,80","8,90","8,90","10,00"
,ALUNO-1220,,,,,,,,,,,,,,,
,ALUNO-1221,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1222,7,B,Não,"7,50",Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,17","6,60","6,88","7,00","7,30","7,30","10,00"
Escola Pública,ALUNO-1223,1,R,Sim,"8,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","8,60","7,50","9,50","8,70","8,78","5,00"
,ALUNO-1224,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1225,2,P,Não,"5,90",Quartzo,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","6,90","8,00","7,50","0,00","8,50","7,90","5,00"
Escola Pública,ALUNO-1226,1,R,Não,"8,10",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,10","5,63","9,50","8,70","8,60","5,00"
,ALUNO-1227,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1228,2,N,Não,"7,60",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","6,92","8,50","7,50","6,50","7,90","6,80","10,00"
Escola Pública,ALUNO-1229,1,J,Não,"7,90",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,50","9,20","5,63","8,00","5,20","7,20","10,00"
Rede Decisão/União,ALUNO-1230,3,L,Não,"7,50",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","6,25","9,70","7,50","4,60","8,40","7,00","10,00"
Escola Pública,ALUNO-1231,2,E,Não,"6,00",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","0,00","7,00","4,38","7,00","6,60","7,90","5,00"
Escola Pública,ALUNO-1232,2,H,Não,"6,00",Quartzo,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,20","7,50","0,00","7,10","7,20","5,00"
,ALUNO-1233,,,,,,,,,,,,,,,
,ALUNO-1234,,,,,,,,,,,,,,,
,ALUNO-1235,,,,,,,,,,,,,,,
,ALUNO-1236,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1237,2,G,Não,"6,90",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,90","8,30","7,50","5,50","7,50","7,10","5,00"
