INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2020,TURMA_2022,PONTO_VIRADA_2020,INDE_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
Rede Decisão/União,ALUNO-329,7,B,Não,"7,90",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,92","8,60","7,50","7,00","7,97","7,60","10,00"
Escola Pública,ALUNO-330,1,F,Não,"7,60",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,00","7,90","7,50","8,50","7,50","8,00","5,00"
,ALUNO-331,,,,,,,,,,,,,,,
Escola Pública,ALUNO-332,1,H,Não,"8,20",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,20","7,50","10,00","7,20","7,40","5,00"
,ALUNO-333,,,,,,,,,,,,,,,
,ALUNO-334,,,,,,,,,,,,,,,
Escola Pública,ALUNO-335,0,B,Não,"7,40",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,50","10,00","4,38","9,50","2,50","5,10","10,00"
,ALUNO-336,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-337,5,B,Sim,"8,90",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,33","9,90","10,00","7,00","9,10","9,10","10,00"
Escola Pública,ALUNO-338,7,A,Não,"5,90",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,33","2,10","7,50","4,30","7,30","6,50","10,00"
Escola Pública,ALUNO-339,3,C,Não,"8,10",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,17","9,70","7,50","7,30","8,70","8,40","5,00"
Escola Pública,ALUNO-340,3,C,Não,"7,50",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,33","9,40","7,50","7,00","8,50","6,80","5,00"
FIAP,ALUNO-341,8,A,,"9,00",Topázio,"Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado,","Seu destaque em 2020: As suas boas notas na Faculdade,",,"9,17","10,00","7,50","9,20","0,00","0,00","10,00"
Rede Decisão/União,ALUNO-342,2,B,Não,"8,10",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,20","5,63","8,00","5,30","8,50","10,00"
Escola Pública,ALUNO-343,3,J,Sim,"7,50",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,50","8,10","7,50","8,00","8,00","9,00","2,50"
Escola Pública,ALUNO-344,6,A,Não,"4,30",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","0,00","3,80","5,00","0,00","6,72","7,08","10,00"
Escola Pública,ALUNO-345,0,F,Não,"4,50",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,50","10,00","7,50","10,00","7,50","5,75","10,00"
Escola Pública,ALUNO-346,1,A,Não,"8,40",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","8,00","7,50","9,50","7,10","7,70","10,00"
,ALUNO-347,,,,,,,,,,,,,,,
Escola Pública,ALUNO-348,0,D,Não,"7,79",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","10,00","6,25","9,50","2,50","7,83","5,00"
Escola Pública,ALUNO-349,0,C,Sim,"9,20",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","10,00","7,50","10,00","10,00","1,00","5,00"
,ALUNO-350,,,,,,,,,,,,,,,
,ALUNO-351,,,,,,,,,,,,,,,
,ALUNO-352,,,,,,,,,,,,,,,
Escola Pública,ALUNO-353,2,G,Não,"7,10",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","10,00","8,30","6,25","6,00","7,90","6,90","5,00"
Escola Pública,ALUNO-354,4,F,Não,"4,60",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,17","3,40","4,38","0,00","7,97","6,60","5,00"
Escola Pública,ALUNO-355,1,N,Não,"6,40",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,50","8,10","5,00","4,00","7,70","7,30","5,00"
,ALUNO-356,,,,,,,,,,,,,,,
,ALUNO-357,,,,,,,,,,,,,,,
,ALUNO-358,,,,,,,,,,,,,,,
Escola Pública,ALUNO-359,2,F,Não,"8,10",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,50","9,30","7,50","7,00","7,70","7,70","10,00"
,ALUNO-360,,,,,,,,,,,,,,,
Escola Pública,ALUNO-361,1,F,Não,"5,60",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","4,30","5,63","0,00","8,00","7,60","10,00"
,ALUNO-362,,,,,,,,,,,,,,,
,ALUNO-363,,,,,,,,,,,,,,,
Escola Pública,ALUNO-364,1,B,Não,"7,80",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,90","4,38","7,50","6,00","7,10","10,00"
Rede Decisão/União,ALUNO-365,5,G,Sim,"8,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,58","9,60","5,00","6,60","8,59","9,10","10,00"
,ALUNO-366,,,,,,,,,,,,,,,
Escola Pública,ALUNO-367,3,F,Não,"8,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,17","9,40","7,50","6,60","8,00","8,10","10,00"
UNISA,ALUNO-368,8,A,,"8,60",Ametista,"Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado,","Seu destaque em 2020: As suas boas notas na Faculdade,",,"8,75","10,00","7,50","8,30","0,00","0,00","10,00"
,ALUNO-369,,,,,,,,,,,,,,,
Escola Pública,ALUNO-370,3,G,Sim,"8,60",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,75","9,90","7,50","6,50","8,70","9,10","10,00"
Rede Decisão/União,ALUNO-371,7,B,Não,"7,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,92","7,80","5,00","7,30","5,78","7,42","10,00"
Escola Pública,ALUNO-372,2,E,Não,"6,80",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","8,00","5,00","6,00","7,50","6,83","5,00"
Escola Pública,ALUNO-373,3,M,Não,"6,20",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,75","5,00","5,63","5,60","8,00","6,60","5,00"
,ALUNO-374,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-375,2,B,Sim,"9,30",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,50","7,50","9,50","9,60","9,58","10,00"
,ALUNO-376,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-377,3,G,Não,"7,40",Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,50","6,70","4,38","6,00","8,50","8,10","10,00"
Rede Decisão/União,ALUNO-378,5,G,Não,"7,90",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,92","9,70","3,75","7,00","8,00","8,20","10,00"
Escola Pública,ALUNO-379,3,H,Não,"1,70",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","10,00","6,60","5,00","4,10","6,00","4,80","5,00"
FIAP,ALUNO-380,8,A,,"5,30",Quartzo,"Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado,","Seu destaque em 2020: As suas boas notas na Faculdade,",,"0,00","0,00","4,38","8,80","0,00","0,00","10,00"
Escola Pública,ALUNO-381,0,D,Não,"6,40",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,80","2,50","8,50","2,50","4,17","5,00"
FIAP,ALUNO-382,8,A,,"8,80",Ametista,"Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado,","Seu destaque em 2020: As suas boas notas na Faculdade,",,"8,33","10,00","6,88","9,10","0,00","0,00","10,00"
Escola Pública,ALUNO-383,0,E,Não,"7,90",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","10,00","6,88","7,50","7,80","7,50","5,00"
,ALUNO-384,,,,,,,,,,,,,,,
Escola Pública,ALUNO-385,3,R,Não,"7,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,75","8,60","7,50","6,00","7,70","7,60","5,00"
,ALUNO-386,,,,,,,,,,,,,,,
Escola Pública,ALUNO-387,2,R,Não,"6,20",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","5,60","4,38","6,00","7,00","7,20","5,00"
Escola Pública,ALUNO-388,2,C,Não,"7,00",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,00","8,80","7,50","5,50","7,00","7,20","5,00"
Escola Pública,ALUNO-389,5,A,Sim,"8,40",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,33","9,00","7,50","9,30","8,50","9,00","5,00"
Escola Pública,ALUNO-390,5,A,Não,"7,40",Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,33","5,30","7,50","7,60","7,70","7,39","10,00"
,ALUNO-391,,,,,,,,,,,,,,,
,ALUNO-392,,,,,,,,,,,,,,,
Escola Pública,ALUNO-393,2,F,Não,"7,20",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","7,50","6,88","4,20","7,00","7,80","10,00"
Rede Decisão/União,ALUNO-394,4,F,Não,"5,90",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,50","5,30","5,00","6,30","6,20","6,10","5,00"
,ALUNO-395,,,,,,,,,,,,,,,
Escola Pública,ALUNO-396,4,A,Não,"7,40",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,50","9,10","7,50","8,00","8,00","6,11","5,00"
Rede Decisão/União,ALUNO-397,3,B,Não,"7,60",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,17","9,50","4,38","6,60","7,50","6,70","10,00"
,ALUNO-398,,,,,,,,,,,,,,,
Escola Pública,ALUNO-399,2,P,Não,"4,20",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","0,00","4,60","6,88","0,00","7,70","6,70","5,00"
Escola Pública,ALUNO-400,1,C,Não,"4,80",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","4,30","3,75","0,00","7,20","7,50","5,00"
Escola Pública,ALUNO-401,3,L,Não,"8,40",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,58","9,90","7,50","6,10","7,97","8,40","10,00"
,ALUNO-402,,,,,,,,,,,,,,,
,ALUNO-403,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-404,3,L,Não,"8,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","10,00","9,90","4,38","6,60","8,59","8,50","10,00"
,ALUNO-405,,,,,,,,,,,,,,,
Escola Pública,ALUNO-406,1,D,Não,"7,90",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","8,80","7,50","9,50","7,10","7,20","5,00"
Rede Decisão/União,ALUNO-407,3,L,Sim,"8,20",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","5,83","9,90","5,00","7,60","8,59","9,10","10,00"
Escola Pública,ALUNO-408,0,C,Não,"9,30",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","10,00","10,00","10,00","7,50","8,30","10,00"
,ALUNO-409,,,,,,,,,,,,,,,
,ALUNO-410,,,,,,,,,,,,,,,
,ALUNO-411,,,,,,,,,,,,,,,
,ALUNO-412,,,,,,,,,,,,,,,
,ALUNO-413,,,,,,,,,,,,,,,
Escola Pública,ALUNO-414,2,P,Não,"5,70",Quartzo,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","6,90","8,00","7,50","0,00","8,50","6,80","5,00"
,ALUNO-415,,,,,,,,,,,,,,,
Escola Pública,ALUNO-416,2,G,Não,"7,70",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","9,70","6,25","7,00","7,70","8,22","5,00"
,ALUNO-417,,,,,,,,,,,,,,,
,ALUNO-418,,,,,,,,,,,,,,,
,ALUNO-419,,,,,,,,,,,,,,,
,ALUNO-420,,,,,,,,,,,,,,,
Escola Pública,ALUNO-421,3,A,Não,"7,10",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,58","5,90","7,50","7,60","7,66","7,20","5,00"
,ALUNO-422,,,,,,,,,,,,,,,
,ALUNO-423,,,,,,,,,,,,,,,
Escola Pública,ALUNO-424,1,G,Não,"7,90",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","8,80","7,50","9,00","7,10","7,40","5,00"
Escola Pública,ALUNO-425,3,H,Não,"7,10",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,75","6,20","7,50","7,30","6,60","5,60","10,00"
Escola Pública,ALUNO-426,1,K,Não,"6,60",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,00","6,50","7,50","5,00","7,20","7,80","5,00"
,ALUNO-427,,,,,,,,,,,,,,,
,ALUNO-428,,,,,,,,,,,,,,,
,ALUNO-429,,,,,,,,,,,,,,,
,ALUNO-430,,,,,,,,,,,,,,,
Escola Pública,ALUNO-431,0,F,Não,"6,80",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,80","6,88","8,50","2,50","3,80","5,00"
,ALUNO-432,,,,,,,,,,,,,,,
,ALUNO-433,,,,,,,,,,,,,,,
,ALUNO-434,,,,,,,,,,,,,,,
Escola Pública,ALUNO-435,4,B,Não,"7,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,50","8,80","7,50","5,30","8,70","8,00","5,00"
,ALUNO-436,,,,,,,,,,,,,,,
Escola Pública,ALUNO-437,1,C,Não,"7,80",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","10,00","8,50","7,50","5,50","7,90","7,30","10,00"
,ALUNO-438,,,,,,,,,,,,,,,
Escola Pública,ALUNO-439,4,L,Não,"4,90",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,58","3,60","7,50","0,00","7,90","6,00","5,00"
,ALUNO-440,,,,,,,,,,,,,,,
Escola Pública,ALUNO-441,2,J,Não,"7,50",Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,50","7,40","6,25","8,50","5,00","6,70","10,00"
Escola Pública,ALUNO-442,0,F,Não,"8,20",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","10,00","7,50","9,50","7,50","7,33","5,00"
Escola Pública,ALUNO-443,2,P,Não,"7,60",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","9,70","7,50","6,00","8,70","7,70","5,00"
,ALUNO-444,,,,,,,,,,,,,,,
Escola Pública,ALUNO-445,1,M,Não,"6,60",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","6,30","7,50","4,70","7,10","7,90","5,00"
,ALUNO-446,,,,,,,,,,,,,,,
Escola Pública,ALUNO-447,0,G,Não,"7,00",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","10,00","5,00","9,50","2,50","5,00","5,00"
Escola Pública,ALUNO-448,2,R,Não,"7,50",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,50","8,90","9,38","1,50","8,50","8,40","10,00"
Escola Pública,ALUNO-449,1,N,Não,"8,70",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,50","9,20","7,50","10,00","7,50","7,20","10,00"
Escola Pública,ALUNO-450,4,E,Não,"6,90",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,92","6,40","7,50","6,60","8,40","7,20","5,00"
Escola Pública,ALUNO-451,1,E,Não,"7,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","8,00","6,25","4,50","7,00","7,90","10,00"
,ALUNO-452,,,,,,,,,,,,,,,
Escola Pública,ALUNO-453,1,G,Não,"5,60",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","6,10","7,50","0,00","8,00","7,70","5,00"
,ALUNO-454,,,,,,,,,,,,,,,
Escola Pública,ALUNO-455,2,F,Sim,"8,50",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,50","9,30","7,50","7,00","7,70","9,20","10,00"
,ALUNO-456,,,,,,,,,,,,,,,
Escola Pública,ALUNO-457,1,J,Não,"5,90",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,00","7,10","5,63","0,00","6,00","7,80","10,00"
Escola Pública,ALUNO-458,1,C,Não,"5,50",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","6,20","7,50","0,00","7,20","7,30","5,00"
Escola Pública,ALUNO-459,5,L,Não,"5,90",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","6,67","6,90","3,13","3,60","8,00","7,60","5,00"
Escola Pública,ALUNO-460,5,G,Sim,"8,10",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,58","9,00","4,38","6,30","8,59","8,90","10,00"
,ALUNO-461,,,,,,,,,,,,,,,
